channelid,last_30_views,subscriber_lifetime,views_lifetime,life_uploads,catid,category,View_range,upload_range,sub_range,last_30_eng
UCN_hKVvidFMgnQ2mxLITZCQ,2150,22254,4107177,171,19,Travel & Events,medium,low,medium,4
UCNaRZ0EUKPnrkr_wPC2cb_Q,280418,148221,37971692,45,24,Entertainment,high,low,high,4
UCNb2gHjD8YnqcuTK7LgIbeQ,216,2686,536614,24,10,Music,high,low,medium,11
UCNbDC0jhAX58CRPOrSXCSYg,312,2373,3286351,66,27,Education,high,low,medium,28
UCNbmt3ngBaydQvnAvi0m55w,4,2372,71138,63,28,Science & Technology,high,low,medium,1
UCNgDzmCGtpyp_JkBnpqD1NA,-2152,2155,1766,34,22,People & Blogs,medium,low,medium,1
UCNh7dxi7bhBJsWlGolEUSxw,2795,33212,3816023,32,10,Music,medium,low,medium,7
UCNhmGE5T9qEEOei5wt8UNVA,3183,24687,1663585,62,22,People & Blogs,medium,low,medium,1
UCNj1RC0zGeyouylF_tRELSw,5220,4947,123888,57,27,Education,low,low,medium,1
UCNmbqDwWcKvXxrF7a4bIpYA,1566,68166,11672172,169,23,Comedy,high,low,medium,29
UCNmgvH2ym0p7LXtjZeHLuNg,42502,581878,74595847,2927,25,News & Politics,high,medium,high,161
UCNmkl5ioZm6e15Pe6_e0BHw,1041,269384,8952098,33,24,Entertainment,medium,low,high,1
UCNnGBAggNvuStvAw518m7bQ,2579,17575,1214148,428,22,People & Blogs,medium,low,medium,59
UCNngWyaXIUm-okNDkp6c2Fg,192,2390,121454,36,22,People & Blogs,high,low,medium,1
UCNnp3erINZRM4XjWqkgfj7g,1456,36066,6496426,90,24,Entertainment,medium,low,medium,2
UCNoYYKLKVX820vTXD549f9Q,1290,36823,2049180,3,22,People & Blogs,medium,low,medium,2
UCNq9nWDpET71MZNM0WpNXug,3330,46929,8611301,97,24,Entertainment,medium,low,medium,7
UCNqzD2Rdtj900XrL7M-yhAA,1871,17482,3271285,184,10,Music,medium,low,medium,1
UCNsx8nL79txoxL5yWA0Nzxg,467,4842,800756,19,19,Travel & Events,low,low,medium,6
UCNvBOLpgAaEaYKGrENL9qnA,3464,14747,3529660,306,1,Film & Animation,medium,low,medium,2
UCNvywYiv2rpARNbn2yxvoCw,173595,1032031,235985778,2511,10,Music,high,medium,high,3
UCNw7mllIlvlDQwLM4Wy0Qkw,3483,24957,4280403,212,22,People & Blogs,medium,low,medium,4
UCNyRpstZK4eaOJmum3hcffg,382,11195,443903,23,27,Education,low,low,medium,1
UCNyeSfUfffmJXwA2_tmNG9A,347403,3135292,319103238,155,23,Comedy,high,low,high,81
UCNzNyCTOVLFdPi-NFjK599Q,2493,3348,718519,112,27,Education,high,low,medium,45
UCNzmmbXIbMzlqE8nD1PBXfg,225436,157311,23726880,232,24,Entertainment,high,low,high,23
UCO-1k9_1sWVP3-wHtBAHpig,952,4065,261648,36,22,People & Blogs,low,low,medium,2
UCO1WsGEPxssbUqdZks5ZdNw,1504,13208,1232500,495,25,News & Politics,medium,low,medium,1
UCO2a2bcqFLzxzAmKtVkE3BA,80092,786879,82332619,95,19,Travel & Events,high,low,high,5
UCO31rZS4_EDYJ8CGXiRZdxg,11238,223043,14871785,309,27,Education,high,low,high,1
UCO3OHWPN499lyGlGh2GcJgg,10963,169681,32033621,1186,10,Music,high,medium,high,16
UCO4BoHh48jfRi4qE__12cYw,12,2623,1140090,178,28,Science & Technology,high,low,medium,1
UCO4XmyJEIw-Ruz4jP4i5HJw,61,1927,1235611,43,26,Howto & Style,high,low,medium,1
UCO5topjVsP14XU7EuwKMnxQ,708,10515,1189277,56,28,Science & Technology,medium,low,medium,1
UCO5x_XXuIZbpJg6qFE40FpQ,2731,8153,587536,147,27,Education,low,low,medium,1
UCO7P8mR8-OHjW8Jz4FXBcdg,102,2751,445751,65,10,Music,high,low,medium,2
UCO7tJd3x0RHlPsjlotaGpAg,2180,47354,9311735,232,26,Howto & Style,medium,low,medium,5
UCO9Jf6B22nqHLxHpbnH-_BA,12333,10037,404624,334,28,Science & Technology,low,low,medium,18
UCO9SZli_mSZyHFNnvJjR7lg,926,4260,415717,61,20,Gaming,low,low,medium,1
UCO9jisefmBc3ancEHmIWqSQ,28936,6997,224094,64,22,People & Blogs,low,low,medium,2
UCOBO244BAEs7WEL8tYIwYxQ,120,2751,676453,23,10,Music,high,low,medium,1
UCOCQcJXMjm2QiOdU1QUbhIg,5411,28348,1055575,94,28,Science & Technology,medium,low,medium,1
UCOD2uumovS0E1Pe-kg4BJoA,12566,66070,5183948,153,22,People & Blogs,medium,low,medium,1
UCOD6l1LSVhZq1Ycv77UOZvw,7551,301911,26131391,329,22,People & Blogs,high,low,high,1
UCOEq_-iN7jhwv7ZXPh8djRg,1136,10044,1635951,1225,20,Gaming,medium,medium,medium,50
UCOGEds3gBPV7_DQYQvtik7g,4406,53479,6364310,395,26,Howto & Style,medium,low,medium,1
UCOGVPeyJBJSBWd0cwmcuPwQ,919,8514,1509507,139,24,Entertainment,medium,low,medium,1
UCOH5cdIs1GCAYIpQD_hPVIQ,21834,231046,61131249,831,10,Music,high,low,high,1
UCOI1cVOB5u7SUfXsqTXrimA,620,9059,1144880,18,22,People & Blogs,medium,low,medium,3
UCOJnNAbbP5u7obq4qCAjISg,28,8225,2132620,136,1,Film & Animation,medium,low,medium,2
UCO7ZXApG5iPTsLD55B9vmGQ,6262,14995,2108254,135,19,Travel & Events,medium,low,medium,8
UCO8EK-o1JG-204jl4pXx4Ow,29,27209,3346179,108,28,Science & Technology,medium,low,medium,7
UCO9pGLXaoEguk8Lg2DI48MQ,283,2045,54696,33,22,People & Blogs,high,low,medium,10
UCOA2TIy_p3M0Q3GCnmZ-Kqg,26044,69946,11072811,701,22,People & Blogs,high,low,medium,5
UCOCTl8Pw5IxN1EdkbXuKawQ,1754,51684,7232518,167,26,Howto & Style,medium,low,medium,3
UCOCf88aZCOkfUf7Bmz98qPQ,-4454,4453,1785092,32,22,People & Blogs,medium,low,medium,1
UCOE6RvLy6mtwqPZXqNROMgA,8486,21380,2271115,37,24,Entertainment,medium,low,medium,2
UCOELRTJYlCt_9iMUppKrOsg,6946,133817,10623873,20,27,Education,high,low,high,1
UCOF23vGxkbhN4wl7ROrgXsA,533272,3001794,967839719,341,1,Film & Animation,high,low,high,7
UCOF681PD0MwPFK9Enrrt7Rw,410,2879,769532,71,24,Entertainment,high,low,medium,1
UCOG5fOfgy9xCiz9qNY58Agg,39692,177005,26646799,184,26,Howto & Style,high,low,high,1
UCOGhZ0L9QfHy0iiOgHzeehw,2760,123472,7567926,361,26,Howto & Style,medium,low,high,5
UCOHZ7WML1ArN5O0c_q3fU2Q,1473,35099,4558447,230,19,Travel & Events,medium,low,medium,2
UCOIWxPHYtcIeToh1ICSYgjQ,436,4386,1004593,639,22,People & Blogs,medium,low,medium,14
UCOI_L5cGKuwe9svdltQVSLQ,423,4346,116057,44,22,People & Blogs,low,low,medium,4
UCOIyavHYqOIvPINM-2RNt3w,5284,51853,2325451,198,20,Gaming,medium,low,medium,1
UCOJAZbQrxuFYAtdXd4_LWlA,322,1553,214956,298,10,Music,high,low,medium,26
UCOJCmcMMRrURKl_wOcw2LRw,6469,2543,208283,20,22,People & Blogs,high,low,medium,4
UCOJJVTyl9Jeb7PY3PrVV7Zw,2211,133709,20141049,181,24,Entertainment,high,low,high,1
UCOJaS36h71pcXwH8AVfMUig,1842,26623,5532832,150,26,Howto & Style,medium,low,medium,4
UCOLZkUipEgw99XTzywnnjgQ,284,2571,739984,103,25,News & Politics,high,low,medium,1
UCOL_jnSeaZxOJUoNnDknIxw,575,20515,3893076,315,28,Science & Technology,medium,low,medium,3
UCOLvuP_U54KZzPsxeutLszg,829,11156,2309904,288,22,People & Blogs,medium,low,medium,1
UCOM9L6nGoTNFpWZb7KbbeFw,45651,516190,178722929,5428,24,Entertainment,high,medium,high,218
UCON266ZWJckHareK8OKfFXA,1182,3141,293304,16,20,Gaming,high,low,medium,1
UCONUqOyyG4t6gX05bEJN87A,20079,148025,46797683,1595,26,Howto & Style,high,medium,high,1
UCON_gtDQSNnWS1gwBcqgRKg,45444,439803,21546546,754,28,Science & Technology,high,low,high,16
UCONsgBDidQpEcBX8PE5rgXA,367,2046,443047,31,22,People & Blogs,high,low,medium,1
UCONw_bxNAmkntp2AEMS-4HA,291,1732,137910,279,27,Education,high,low,medium,16
UCOQItiB6Fy8bfBiiWyrTKAg,135,2474,576775,222,25,News & Politics,high,low,medium,2
UCOSDZEBYB6vVgYM46qgxSPA,7915,150323,15244269,185,26,Howto & Style,high,low,high,1
UCOSNfxMzHtRhfM4JTvwOG4A,21977,203339,31321366,39,23,Comedy,high,low,high,2
UCOSlOEy0yGgdXG1BnBYIkbQ,3941,110149,22835110,412,24,Entertainment,high,low,high,4
UCOU5u1rPYslueE8-OTktDJw,10828,85109,8787266,115,22,People & Blogs,medium,low,medium,1
UCOUIkjQx6MqY-vIrubQEy6w,29927,236660,6128705,85,24,Entertainment,medium,low,high,5
UCOV7dlV_JYGrTSr82VyNWqQ,49039,26571,1097787,16,22,People & Blogs,medium,low,medium,1
UCOVkgaDdp6Ck1n5LprerdLg,4341,54024,9075273,127,22,People & Blogs,medium,low,medium,1
UCOWl9uYuEkZW6Fyvlr8221A,54738,544590,157936893,244,24,Entertainment,high,low,high,55
UCOZ0kAXPG_A6x6ZPBsBGhYQ,714,11038,1198488,23,19,Travel & Events,medium,low,medium,4
UCO_uQaF41Wz9eYxXgEOPXRw,7531,76659,22709724,271,10,Music,high,low,medium,1
UCOby4MWBBEZq4RU4EXxj-SA,331,1775,186757,207,28,Science & Technology,high,low,medium,13
UCOc2VBFB7CJJkwTNXEGdr3Q,504,1546,99543,167,24,Entertainment,high,low,medium,2
UCOd-E4ApqPlqL2JAcLxSVAg,176,3204,466245,70,28,Science & Technology,high,low,medium,1
UCOdI35sw4Fs7xCq7moOnNeQ,401,6908,2409651,415,1,Film & Animation,medium,low,medium,12
UCOgS9248PTjZAf0yXapeJtw,48676,284297,63044540,483,10,Music,high,low,high,30
UCOh_211oFtNxvva3yg2WB5g,5805,48093,10829048,500,10,Music,high,low,medium,22
UCOiSTT1s8m0OJldOOI9O9Hw,16600,186689,31139348,69,24,Entertainment,high,low,high,5
UCOip26tv7NWdIEW0wdW-mkg,6352,7252,668194,65,24,Entertainment,low,low,medium,42
UCOjZAy7z1B7sMmY5Hiv5QPQ,7130,14904,4587966,138,1,Film & Animation,medium,low,medium,1
UCOjgc1p2hJ4GZi6pQQoXWYQ,183370,2709372,861993114,35687,25,News & Politics,high,high,high,7
UCOkDOyMYPaimBF44B6xSL1w,345,16976,1312174,76,27,Education,medium,low,medium,8
UCOmyKbWGtcbyTGSun1sqfAA,2491,18395,790709,180,28,Science & Technology,low,low,medium,2
UCOn4TjBSZBDTnxXoGBilmqw,220,5308,1134899,152,24,Entertainment,medium,low,medium,1
UCOn9qYWx7aylF6pKGcriHvg,199,5999,1170788,343,26,Howto & Style,medium,low,medium,5
UCOnIvQVhGDpkITlbXvlIX7w,49902,472948,17280505,135,27,Education,high,low,high,2
UCOnjL3a0zsJV9LSHgHgJjDQ,4885,237542,86998218,597,24,Entertainment,high,low,high,81
UCOo61v1PPAjoN2exxYAzdAw,217422,1331517,587041909,1547,10,Music,high,medium,high,10
UCSZd47a2r_oOLdUjmTwD-3w,7523,54874,1907208,261,26,Howto & Style,medium,low,medium,1
UCSZeH1xsKRbTq0maNyTxVVw,723,10080,2709410,313,1,Film & Animation,medium,low,medium,20
UCS_gDJmm3e0Q4Zkq1bZ4jwA,13085,33766,3242183,342,20,Gaming,medium,low,medium,1
UCS_xkLpN2bKlnRhgZWDEyUw,7151,176678,15077963,137,24,Entertainment,high,low,high,1
UCSa-QO-pWiOY45N586HhkhA,374,2837,185642,65,27,Education,high,low,medium,13
UCSaNA1_jtzlTmuvM3jSSGRA,12054,348156,80669992,2285,24,Entertainment,high,medium,high,127
UCSaf-7p3J_N-02p7jHzm5tA,70268,825869,193820143,19113,25,News & Politics,high,high,high,251
UCSbUX_gKMur5FPcTbH2L5mA,143419,1296193,336121452,14756,24,Entertainment,high,high,high,222
UCSc-iXXQkg9PMiuUZcEwMew,15532,337193,93491727,19,24,Entertainment,high,low,high,1
UCScjJ66vtPK6ZVfyR-xslgA,44605,123870,39338438,3460,25,News & Politics,high,medium,high,84
UCSeQ8Nw973PnPPUTXB_5biQ,11275,45237,6839475,406,26,Howto & Style,medium,low,medium,11
UCSgZbcpg-BrgLFJaL8GkSdw,46547,79482,10118691,179,22,People & Blogs,high,low,medium,3
UCSjAvybdtir2JiuAax2OfSw,879,1729,184896,7,22,People & Blogs,high,low,medium,1
UCSkBXKscHuVVB5RnE-6GPSg,245,8931,5794114,1152,19,Travel & Events,medium,medium,medium,7
UCSkCxnGEz6exJqnO23RPzTg,22189,506648,170543699,188,24,Entertainment,high,low,high,16
UCSlpmQyaFCZ3uT_YuoG-6Hw,163,14781,391966,75,19,Travel & Events,low,low,medium,1
UCSmju75-hjmrh4x7e9p8-Zw,11798,175217,32862707,182,24,Entertainment,high,low,high,12
UCSmolwaPUndEhpLnnphaexA,96,4912,1367064,150,24,Entertainment,medium,low,medium,1
UCSrmK4q4Ehy5zkJ5H8GqJ3A,282,3640,273301,873,22,People & Blogs,high,low,medium,10
UCSsTTnD1O4KwJvRb2Od78QQ,566,14631,12294258,278,24,Entertainment,high,low,medium,4
UCSssxnpoXF-SUxmkKtHUBrA,621,5133,15463,17,10,Music,low,low,medium,1
UCSv1S_Tq0t26dKlP2Yaesbg,9739,61223,8472386,129,24,Entertainment,medium,low,medium,3
UCSvV-_PCZDLXULoI_NvO6Bg,86807,442908,139462469,225,10,Music,high,low,high,4
UCSwxQxM6kfxSYgISRveQdZw,21500,5428,884531,34,22,People & Blogs,low,low,medium,1
UCSx4h0V84vGGH0g6IN9qqFw,306,4921,191568,111,22,People & Blogs,low,low,medium,12
UCSyhu4VGGxWhsqDxqnsG7vw,388,2094,56321,90,27,Education,high,low,medium,1
UCT-GQ4xv57LVavUIV_clg-g,48694,294044,25328910,241,27,Education,high,low,high,3
UCT140PyE_oethZvTLTSQmkg,18172,198935,19933829,125,24,Entertainment,high,low,high,2
UCT1MBuYmYLNW-EdbHhIQujQ,222,4864,3755300,778,24,Entertainment,medium,low,medium,8
UCT1Y4FhK2BHObmavP6Gx-Mg,99,2324,304967,61,22,People & Blogs,high,low,medium,1
UCT2OYGLtOyyui_9MGrnfyzA,29384,204402,17871038,189,27,Education,high,low,high,3
UCT3Szq0jlrPvRBQIYf6wAHQ,685,20673,1971625,44,23,Comedy,medium,low,medium,3
UCT3lLclqVvoem_tp5hbB7WQ,10900,38986,9023977,348,10,Music,medium,low,medium,12
UCT5Dnp3DN2LO7kNzQm6jjXw,2196,17619,3939524,271,28,Science & Technology,medium,low,medium,3
UCT5PcgU2zZaiFcK7swwgZJQ,18130,232542,73660605,4980,25,News & Politics,high,medium,high,235
UCT7LCNxNwxIkJ3h9smcoR-Q,411,7827,349712,16,24,Entertainment,low,low,medium,1
UCT7N5Zn9YSF1IQcc4-fRM5A,4854,40599,1128386,57,27,Education,medium,low,medium,11
UCT8M_hDfTRjUbs8hwahZyBA,16923,196561,47431548,164,10,Music,high,low,high,12
UCT9ME2x6FR2B_vGUM83UyfA,5034,24878,925839,59,27,Education,low,low,medium,1
UCTAE-JKJxjvJpdp3aTnk7eA,2847,38854,9571842,322,23,Comedy,medium,low,medium,14
UCb-xXZ7ltTvrh9C6DgB9H-Q,36542,671984,96893467,1366,28,Science & Technology,high,medium,high,8
UCb-yi9L7t6w4G0JFS4TsLjw,-81706,82163,30324546,1178,19,Travel & Events,high,medium,medium,19
UCb18CKCuHSxSR4d6vbBlfaA,1665,4653,1358526,39,10,Music,medium,low,medium,1
UCb2PljffkAo_19l8t68zP2w,639,3409,161909,345,24,Entertainment,high,low,medium,32
UCb3kuupsToRMbyOJxPJ38Rg,2525,3352,283771,21,19,Travel & Events,high,low,medium,3
UCb590gbEOku5VnxF7y3cybw,7430,124187,39846003,506,22,People & Blogs,high,low,high,2
UCb5_PoKVkJy3DxhuuRpCyHQ,108704,1264899,388053260,111,1,Film & Animation,high,low,high,5
UCb6Y6wpERc7fIT1gHwYxb9g,738,10072,836674,107,1,Film & Animation,low,low,medium,2
UCb7VOQpEpwJw8z9OY1TGtDw,4166,31066,4440238,110,27,Education,medium,low,medium,1
UCbAjmaLe-A5SDhREf66_HeA,128,3522,762425,72,24,Entertainment,high,low,medium,1
UCbCr73rp-E2yuQsd3Mpxb1g,16052,78254,9495693,152,10,Music,medium,low,medium,1
UCbD2SrjV5CnTKByyyvSOfIg,8130,35952,3087364,51,22,People & Blogs,medium,low,medium,2
UCbE4tpRT-ldwbNHW1ed1vpQ,2257,32770,2071759,2618,25,News & Politics,medium,medium,medium,1
UCbFVBnHSCPGVagvX7wLW-0A,25757,158029,4146002,38,22,People & Blogs,medium,low,high,1
UCbHqBEgtc0KiudhS6IzsM7w,3920,17922,1471931,113,22,People & Blogs,medium,low,medium,1
UCbI71EWHg2WiJ18mVEIcTFA,798,25645,1492759,180,28,Science & Technology,medium,low,medium,2
UCbIXsyIw245fLAWvEVSFn1g,3817,2580,319151,222,22,People & Blogs,high,low,medium,2
UCbK5r8BdoyhVud7SNa2H5Zg,5444,175453,49509880,1170,1,Film & Animation,high,medium,high,242
UCbLEU1nyCsESxRGDUzVX7Ww,4006,35861,9815647,1967,25,News & Politics,medium,medium,medium,47
UCbLivrsY2SzflmVwj4-EFOg,248,1794,668016,89,24,Entertainment,high,low,medium,1
UCbNUgceaoBSh7EHYegXcXkQ,162,1461,430688,265,22,People & Blogs,high,low,medium,2
UCbOCAa_fRS1qEOknCmEHzVw,332,6276,611778,578,27,Education,low,low,medium,5
UCbOe5GzWdxrbZYiHa-wF98w,3214,53689,10918317,924,24,Entertainment,high,low,medium,1
UCbOitOh01GWuiaR1LwPsIiA,195,2667,146968,115,22,People & Blogs,high,low,medium,6
UCbQvLlINZXYgHwmZCvGWiyQ,4909,158061,7169246,288,28,Science & Technology,medium,low,high,9
UCbR2sMlTDEYt0VfuA3G0chg,159,2016,235227,396,28,Science & Technology,high,low,medium,24
UCbROVXRGQ89AHQfjsdpcDOg,2986,22692,8968839,143,22,People & Blogs,medium,low,medium,1
UCbSvlgKu04hFkfBIyiT6RjQ,56328,230642,21040242,921,24,Entertainment,high,low,high,72
UCON9r3EgY4E20CUqnr0-LdA,1702,7878,2187270,141,24,Entertainment,medium,low,medium,6
UCONy0oi_l1yEuXnmhTq95eQ,399,28005,1140285,67,22,People & Blogs,medium,low,medium,1
UCORc1jSyEfVvGQUwfgMgPEw,3244,64129,5461177,863,27,Education,medium,low,medium,1
UCOU-CW3JPg_mHbggOdWLM7g,144058,782702,59658987,128,26,Howto & Style,high,low,high,2
UCOUHiRSRIuguyUVY5q_hl7A,84628,284292,20210914,98,26,Howto & Style,high,low,high,1
UCOULzmNRKoQD5wl6HsXpgxw,5150,95640,22569152,1925,24,Entertainment,high,medium,medium,4
UCOW-P7JnJzDEq23gGKyyorg,88,1848,218031,304,27,Education,high,low,medium,10
UCOWO30OBWM0F0TadDmrEzRw,517,6213,1621186,329,24,Entertainment,medium,low,medium,4
UCOZ3wQORAi5aQCTXLIVnIAA,2259,24977,7683632,18,26,Howto & Style,medium,low,medium,4
UCO_wL9u8V4mKWAQdscfB2Ow,573,9399,568336,176,28,Science & Technology,low,low,medium,1
UCObqz9gEwhZmouZ685Uk0fQ,40767,157620,17620771,75,24,Entertainment,high,low,high,1
UCOcLRMZzOhXP-FPOb6oGA_w,9317,89507,16460475,68,10,Music,high,low,medium,2
UCOdoIq7gao0LAnABPa_BJiQ,1089,16319,4369045,516,22,People & Blogs,medium,low,medium,32
UCOeqhT9p_VmS8NOHQvhp2FQ,60967,483657,37617291,376,20,Gaming,high,low,high,31
UCOfv23vT8BmpnuZU2qD-Mow,1776,18887,675340,172,28,Science & Technology,low,low,medium,1
UCOgLxKntGKYTSruml8YZGSQ,18332,76467,7721335,80,1,Film & Animation,medium,low,medium,1
UCOjCeh5-CmuhYW-zEIP5kaQ,2058,32695,900139,26,27,Education,low,low,medium,1
UCOjRVCxaNntzhUhwUF-xCFA,42579,356312,10849745,19,24,Entertainment,high,low,high,1
UCOk7WH3NB9GVR7IBa50yeog,26591,410450,96666805,1276,2,Autos & Vehicles,high,medium,high,1
UCOkNnWo3VaBORyHhQCzrC_w,-863507,877045,219173123,8,24,Entertainment,high,low,high,1
UCOmHBjVW4Zl8J2pAlmT-1NA,4264,82261,4372390,364,28,Science & Technology,medium,low,medium,10
UCOmuZtyev6CzuKFe83Tb8PQ,628,2276,262102,76,22,People & Blogs,high,low,medium,2
UCOngQ2c9SwaRKxqhuMuUBCQ,973,4894,902986,18,22,People & Blogs,low,low,medium,1
UCOo_BmzI1KdU9f4v8dVm_4g,933,23919,1208806,79,27,Education,medium,low,medium,1
UCOpUWgNJq1kUlB3Z5KM7X-A,120549,1248084,667792164,6768,24,Entertainment,high,medium,high,138
UCOpgWn4KwCAxnxjAqvld8yg,7244,121181,29872802,1212,25,News & Politics,high,medium,high,29
UCOqd54G4pLzigewdwGsdBdw,3296,58623,4283080,523,27,Education,medium,low,medium,1
UCOrcRDxtk1-Quc7uWYcUv7w,782,37304,6187390,128,22,People & Blogs,medium,low,medium,2
UCOu4IiMM_QPtco2JC3TW3hw,8309,462585,44208931,212,26,Howto & Style,high,low,high,3
UCOuAOlsSssYVvEaoIflH5Rw,84,1906,360855,195,26,Howto & Style,high,low,medium,5
UCOuiO3_-SBxnZ7-zAVSsShw,488,1694,19324,36,22,People & Blogs,high,low,medium,1
UCOukriSINE74KbrfoE9aRQg,6840,170764,63428168,45,22,People & Blogs,high,low,high,9
UCOyT274gK_v2Xu6TXV5RgtQ,79161,1074342,34313863,187,27,Education,high,low,high,2
UCOyq8gU6OQD-jYTbxIJRjgQ,11221,13170,491151,119,28,Science & Technology,low,low,medium,1
UCOzbrEYRQLS4IzfRqft3iew,185,2261,196304,596,22,People & Blogs,high,low,medium,2
UCP-DMv2CJaYnSZgvw-qtMmA,335,3418,1614911,80,20,Gaming,high,low,medium,7
UCP-NpuayMTsWx_2nufgkWzg,211,2068,146304,154,28,Science & Technology,high,low,medium,5
UCP1H6UoIvFjLb0az11C8YbQ,-8,9233,164586,2,24,Entertainment,low,low,medium,1
UCP3SlUJAmhUrN6NTHv155sQ,2797,65035,8947695,141,24,Entertainment,medium,low,medium,20
UCP3_kKvBy9XUW82NdvjisAQ,42644,183161,62710470,27,24,Entertainment,high,low,high,18
UCP4S4TCjXz_KSP5N_KLvA0Q,1601,7303,649259,87,24,Entertainment,low,low,medium,1
UCP69ranYT6dnmc8FtuPah8Q,1114,6935,878949,523,24,Entertainment,low,low,medium,1
UCP6HcwFRBkbU423XwKSOPLA,182,4048,544148,239,22,People & Blogs,low,low,medium,8
UCP77FK6Or8HmjYGsPPD3-9A,1452,31150,6546806,121,22,People & Blogs,medium,low,medium,3
UCP83iV2VAFdb_Pjy2wy7wgA,4785,2734,95383,79,25,News & Politics,high,low,medium,3
UCP84QWij0alw4MvzqzyfOnw,1110941,5357902,1191198260,59,22,People & Blogs,high,low,high,27
UCP9W_1q77_IjcUc7c5pzFrg,-376955,386177,28017064,611,26,Howto & Style,high,low,high,74
UCP9j58FkzBWZwz2G10yQqbw,22808,147433,16669921,37,1,Film & Animation,high,low,high,2
UCP9nQIE4mBLSu2nvLDZJZWg,323837,4238758,505540757,197,27,Education,high,low,high,14
UCPBrN2882Br8Y5d_lrzg4Fg,871,7700,290819,12,24,Entertainment,low,low,medium,1
UCOopFQSwnMMdRvJjpGh-gSA,149693,1344594,196077828,425,23,Comedy,high,low,high,22
UCOpFsqCXevYsh8N4wMAYv1w,107,3762,602645,1646,25,News & Politics,high,medium,medium,3
UCOpry2ZP4K1HT6n6HCRwgxA,153,2329,322258,424,24,Entertainment,high,low,medium,16
UCOqQbjpxaSP82LgHvEQNwrw,209,3571,460051,322,26,Howto & Style,high,low,medium,5
UCOqjyAsMjUh1BrymO_pN7iw,6299,40394,1799718,260,27,Education,medium,low,medium,1
UCOr0lS8PGv0dKl0QldyKkqw,446,7992,1838154,29,10,Music,medium,low,medium,2
UCOrEZw7gjo308QjkVGRjzDA,844,9826,1369208,399,10,Music,medium,low,medium,16
UCOraHyiKY98MZ0z_9ENItgQ,16685,126684,55657788,35,10,Music,high,low,high,2
UCOrsbVG9UrD8hayEPR2xCtQ,80609,534145,114257385,140,24,Entertainment,high,low,high,5
UCOsf82HUfN3IMsVcNSI2Ykg,5698,14517,1414537,270,28,Science & Technology,medium,low,medium,1
UCOsyDsO5tIt-VZ1iwjdQmew,1458769,19272071,9654035188,6339,10,Music,high,medium,high,160
UCOtWz_BvKNV2iZRZl1uyl_w,556,4281,1123406,65,23,Comedy,medium,low,medium,2
UCOuQZrU-Nqv21vo29J0bjIw,2103,55006,373908,77,24,Entertainment,low,low,medium,2
UCOuVsQiYKm4T_bS-d6gKdYA,1715,20070,2366388,265,22,People & Blogs,medium,low,medium,7
UCOw5dYG3QK7CTOxoPl6_EMg,159,33849,10601654,1083,22,People & Blogs,high,medium,medium,9
UCOyj1t14HIuHi4mNnUKz8FQ,14587,3863,179484,131,20,Gaming,high,low,medium,4
UCOz9xY2cyzmwKVDbMxM5tgg,94919,439051,65671630,96,10,Music,high,low,high,12
UCOzADeynRPo9MSJgFCZ71Ug,937,17333,3669866,63,22,People & Blogs,medium,low,medium,3
UCP-5JAvIja9GdSKguI_855Q,997,14762,2097428,239,27,Education,medium,low,medium,10
UCP-91GTKfIXUopQnxSq3vBw,30987,198314,13485866,198,26,Howto & Style,high,low,high,3
UCP-wfRGi884sg91pAUM0c9A,188,1456,279554,95,22,People & Blogs,high,low,medium,18
UCP4wGcBhV6JhhQPf7MkS_Gg,564,25117,1252713,115,10,Music,medium,low,medium,2
UCP60H8BAPWZyb6clkNcqgGA,25749,155909,15938783,349,10,Music,high,low,high,1
UCP6AOyxqVxfAcnQLx-9MLzg,5563,197768,81216068,335,27,Education,high,low,high,1
UCP6uH_XlsxrXwZQ4DlqbqPg,1512416,18658392,8638127474,5484,24,Entertainment,high,medium,high,256
UCP9kti1KjFiI-eN7PH5e6cQ,9262,98511,29800353,51,28,Science & Technology,high,low,medium,1
UCPAUY0vNpV3n519psLfPfTg,23405,256563,87494142,35,22,People & Blogs,high,low,high,1
UCPAxdIwouZntwFFamxz4WsQ,3962,42339,13093855,174,24,Entertainment,high,low,medium,1
UCPBY7xRm-cSx6YdzmkZKDKg,119,11636,886872,13,10,Music,low,low,medium,1
UCPCrtpwQ9ORU4sG8rOu0odg,6562,92132,6437782,1673,27,Education,medium,medium,medium,24
UCPDV5kL98KA1BDrh750W6Lw,28,1730,379962,159,22,People & Blogs,high,low,medium,43
UCPGRv6Eq75slYkBHssp-8Yg,11923,59280,35208249,443,22,People & Blogs,high,low,medium,23
UCPHCJmcAJHiXuQp434I5UZQ,24416,28033,2672991,367,24,Entertainment,medium,low,medium,7
UCPHfCQziELToRkCCyfvBpPw,4814,41748,26877515,4639,22,People & Blogs,high,medium,medium,1
UCPIU262wyPJQVmeQwcnvEJw,45371,438944,95791626,700,24,Entertainment,high,low,high,6
UCPJ-pUFK57-jr558vabl-yg,57,2939,933856,104,24,Entertainment,high,low,medium,1
UCPJJjbV8XXTHHYTGWoA8lfw,7308,60171,3818603,55,26,Howto & Style,medium,low,medium,2
UCPKvlCuZQSFaLVLp-9Fts_g,6187,26969,2240739,349,27,Education,medium,low,medium,33
UCPLCQxD153t7OdWDwAslgGg,47249,441039,35042590,213,27,Education,high,low,high,7
