channelid,last_30_views,subscriber_lifetime,views_lifetime,life_uploads,catid,category,View_range,upload_range,sub_range,last_30_eng
UCBHL305G8fuksb3oSYc-1uw,55382,533223,35636450,847,27,Education,high,low,high,65
UCBJuCkXRl8tz_n1Of9dtBHQ,98,7081,1931986,54,26,Howto & Style,medium,low,medium,8
UCBMUQhzF311FusaMJFrgM8Q,510,6119,1273586,2340,24,Entertainment,medium,medium,medium,66
UCBMgVLD4TaNFiZLNB60WMgg,72628,433368,92285064,5310,25,News & Politics,high,medium,high,5
UCBNibGNIqpCLm73_kfqf3Og,3501,36855,1599941,29,28,Science & Technology,medium,low,medium,1
UCBPdZo46mzg_zWsYnCl3Jvw,14197,100899,18231240,428,24,Entertainment,high,low,high,14
UCBQKItre1Mkfn8bmAToeLpg,7470,19148,3272716,14,10,Music,medium,low,medium,5
UCBQW6AF7AmH42qQbWdeIzeA,27320,174415,14052893,173,26,Howto & Style,high,low,high,2
UCBS16dcVHNumf0JfPRFCdsg,352,6040,942470,95,27,Education,low,low,medium,1
UCBUF4xog6v29RoEZb_fqvWQ,231,2107,162591,94,26,Howto & Style,high,low,medium,4
UCBUlrhmOjVLOpbgHAUJceaw,137982,894726,240425500,801,10,Music,high,low,high,5
UCBW9M4Jq5Oe2XEJaLmzH7qQ,10556,24204,2494815,136,19,Travel & Events,medium,low,medium,1
UCB_pG6CerQf1ZLywVnT109A,31539,127371,14052340,128,10,Music,high,low,high,2
UCBa3dpg-utbT699S2iOM8vQ,5620,128833,44631261,1248,2,Autos & Vehicles,high,medium,high,19
UCBcVDRPtXemv9vC5fhWW-Kg,28762,14240,2447460,122,1,Film & Animation,medium,low,medium,1
UCBd7mQqfdeV2vRCZPPW8Lcw,2617,1495,254472,30,24,Entertainment,high,low,medium,2
UCBdN0UL0aN2S6tvm41J50wQ,11108,117609,30697852,1714,1,Film & Animation,high,medium,high,6
UCBgMbdz-fBTNxKvUtmmI5aQ,2185,65153,13928081,339,23,Comedy,high,low,medium,1
UCBgofU0cs7Mv-1UDmqISP4Q,853,15769,1481014,1484,27,Education,medium,medium,medium,18
UCBhStnvUsWCMvAUj7UGj0Wg,131819,925257,276712282,1173,24,Entertainment,high,medium,high,16
UCBhnXPubAgaQCfdzXrMvtfw,117,4837,650116,16,26,Howto & Style,low,low,medium,1
UCBjB4rKxrxGZmb7aekNJBOQ,7197,149751,24355110,72,24,Entertainment,high,low,high,2
UCBjfFyLKJTidw81_STtiPIw,406,11707,1283310,656,22,People & Blogs,medium,low,medium,9
UCBkpEUvW7MX_MldzYRlLhgA,395,42330,2472309,34,23,Comedy,medium,low,medium,1
UCBmIX1RYncCIZ9QH8b1vejA,5919,30831,2320323,105,28,Science & Technology,medium,low,medium,1
UCBnyieC7BPCCxW5Gz1UPiRQ,314,3517,1090199,87,22,People & Blogs,high,low,medium,1
UCBqEkWACYxuR5IHlbKuYGqA,19782,194227,13230598,119,26,Howto & Style,high,low,high,3
UCBqIQt6mWkWZWmpzYEq8sfA,1086,13036,1729987,393,10,Music,medium,low,medium,6
UCBqiByQLM82Yjpig_TDRWzA,18786,67036,11149574,64,24,Entertainment,high,low,medium,1
UCBqr7ntHrhUjO4EMtJ0IfEg,8086,96783,8352440,82,22,People & Blogs,medium,low,medium,1
UCBsIHsvcQLMGPDVSpq3eNCA,2314,100409,4769200,919,10,Music,medium,low,high,4
UCBvx42A31hbpVMFBA6-gdrg,542,9775,4301938,1787,22,People & Blogs,medium,medium,medium,1
UCBwb9RJowLRLI9qRWU5NqpQ,3798,2331,1033658,113,28,Science & Technology,high,low,medium,1
UC-lDs0uS5jP0ijwYwHmpvEw,31765,203261,27060671,54,22,People & Blogs,high,low,high,4
UC-lJ-F5mlPP6SYPkkq6gjwA,170811,3824110,2726975285,10075,24,Entertainment,high,high,high,334
UC-ly6o4Ml-xqsHp7f0aWijg,-1667,1677,159866,44,22,People & Blogs,high,low,medium,1
UC-mjeiV56Etjcc-cmg3RJQg,253,1753,338520,117,22,People & Blogs,high,low,medium,2
UC-p1N1AaS1Wr4Tq9yEyN4Aw,1,3551,79428,118,1,Film & Animation,high,low,medium,4
UC-r77NEHN7FM3m02sz-86cg,452,11436,634130,133,27,Education,low,low,medium,2
UC-rSoVn7Lwvium2aKT1Ff1g,3181,46433,2239825,152,27,Education,medium,low,medium,1
UC-sKpou93MkXNE-NaE2b1EQ,788,16128,1754440,19,24,Entertainment,medium,low,medium,2
UC-ssqellSXFl-BBIf57eQQA,114310,1012072,208134779,2245,24,Entertainment,high,medium,high,1
UC-tDQ1jXnJ27Ll85xNSn9sQ,722,20986,1047205,65,27,Education,medium,low,medium,1
UC-te8hQYn-O-tlANqOrQ-Vg,4522,24085,7213278,262,22,People & Blogs,medium,low,medium,19
UC-uGYCmh9Eph7CO7uFpYRdA,180,17535,3413774,67,22,People & Blogs,medium,low,medium,7
UC-uP8fChoXf3FTHyttRRkUw,252,16640,811653,71,22,People & Blogs,low,low,medium,1
UC-uhIGI9sbNOIpJGKKAfAQw,77,2082,187342,5,22,People & Blogs,high,low,medium,2
UC-wttYGdvP8Roy8mh8VbzKw,2617,45890,3500805,1407,25,News & Politics,medium,medium,medium,2
UC-xtRDG7Eo-alMQFeKtG2Fg,17333,165621,5033207,67,23,Comedy,medium,low,high,10
UC-yGE-aBeBzWiCRFsmLwZkQ,125,2570,545714,73,28,Science & Technology,high,low,medium,1
UC0-IR_lXB7Ujm97giBivYKQ,17941,39339,3041334,270,26,Howto & Style,medium,low,medium,1
UC00gyCWA3489IukfUx5U7fw,188,1799,487124,136,25,News & Politics,high,low,medium,5
UC01X7d2bKFGxdk8tQ0ZKzOQ,6603,147308,25234761,925,22,People & Blogs,high,low,high,1
UC02WBI81ZV0YxRcIvAP25IQ,7557,85607,42591879,498,1,Film & Animation,high,low,medium,178
UC03XTaoEYtbycb5yKzZj2Lg,1313,39646,18193679,188,27,Education,high,low,medium,1
UC03m4ElvTPTibVu_1NeGKZA,363,1817,21942,115,22,People & Blogs,high,low,medium,2
UC05Rv2U_MRBZgS7riG8IuwA,47,12307,6892487,141,1,Film & Animation,medium,low,medium,11
UC05riq0tPqrwgG5wJwU85WQ,1316,11020,1213268,242,27,Education,medium,low,medium,1
UC061vy4rR6PGEq7tMpIdDsg,984,7658,427676,175,26,Howto & Style,low,low,medium,1
UC06CSMqAhpBvhSRwHUBgyPw,29719,255857,35071712,489,22,People & Blogs,high,low,high,7
UC06ddZxoW9L4qpvo3RJrBOQ,1173,16407,5037526,646,28,Science & Technology,medium,low,medium,1
UC06jmSk5_6ZrPJ1BC4cVCPQ,196659,2148975,563284659,69,23,Comedy,high,low,high,2
UC07J2Vs5OYLgLIQVPB2vwhQ,72565,1060463,229017738,307,10,Music,high,low,high,11
UC07aRrEBrzTnz1k_SZLK3wQ,33842,440381,23821769,543,27,Education,high,low,high,6
UC08bsK2GTzdklQs8S42zT8g,720,112661,7124333,456,27,Education,medium,low,high,1
UC0A6T4Aku7_v7u7h-IIbPXA,1398,15157,1556048,1310,1,Film & Animation,medium,medium,medium,115
UC0AP-RL3MeCBL-i0oMxXuSA,217,4941,2430584,2437,19,Travel & Events,medium,medium,medium,146
UC0BzN7ZUoX_6bsyNxEnQLVQ,6744,250448,13032271,142,28,Science & Technology,high,low,high,1
UC0DriPpvW62PDyRTCvWSXJA,151,1551,223539,106,22,People & Blogs,high,low,medium,1
UC0FOlENgVhLRuSyndn5e-ug,176,3346,337550,88,24,Entertainment,high,low,medium,1
UC0FZLzesXA6NkqnViGQXIiA,15535,35099,1532847,171,20,Gaming,medium,low,medium,8
UC0GArkL4NM7ca6Mg6uHQ5FA,983,44257,5548772,99,26,Howto & Style,medium,low,medium,1
UC0H9yv0_HwJLu_hVj6X3flw,7812,45214,9792607,2198,25,News & Politics,medium,medium,medium,166
UC0IWRLai-BAwci_e9MylNGw,323658,1317610,114567438,303,20,Gaming,high,low,high,83
UC0KWv6q1mZMGjY4vUXJ0sDA,16779,76956,41328240,637,22,People & Blogs,high,low,medium,2
UC0KjIJ7bcyqXgZV8u6IEJiA,9717,123090,16588265,367,27,Education,high,low,high,1
UC0MCZLgQdQJ9nTNVVkRQc4A,1262,50682,2509548,113,27,Education,medium,low,medium,1
UC0MUO9kwW155Mt9Apono3Qw,2523,114938,18276180,379,26,Howto & Style,high,low,high,1
UC0NvGXYwOE91WVa2EO_2Edg,0,19549,1858447,198,27,Education,medium,low,medium,1
UC0PbjnvsmwW8mWaFFRQw-qw,32726,637011,62274519,425,22,People & Blogs,high,low,high,11
UC0S8vmGsPo46hZ1LmxJbLFA,56701,653041,32793169,436,27,Education,high,low,high,6
UC--J-u9DQne9pxnEP7yDVFQ,377,1756,91287,109,22,People & Blogs,high,low,medium,15
UC--x-s6OUUmuqGBoXpx5N9A,3672,31137,6584513,426,26,Howto & Style,medium,low,medium,1
UC-2L31LrT3T-OBNLuP_AnHw,1491,21784,1703235,372,27,Education,medium,low,medium,12
UC-43oEOWKViSSQNZZEoqcJQ,62,3907,1242017,60,10,Music,high,low,medium,2
UC-4VAF2K3luWH7_Gf5wSBjQ,3037,20499,1593115,152,24,Entertainment,medium,low,medium,24
UC-5btZe1AKTdO45xScNmsvw,1745,56336,4355722,940,22,People & Blogs,medium,low,medium,196
UC-67d51IstHHVwGL1h-GSww,742,7052,3068903,105,27,Education,medium,low,medium,9
UC-6EW4BgPbL_yu2RLW0Lvvw,266,8499,904948,242,28,Science & Technology,low,low,medium,2
UC-746Nq8tIhyZqNC9WmRxHw,140,1496,9733,9,22,People & Blogs,medium,low,medium,1
UC-7lY_xHOLX-Ev7-rxal8vQ,23942,133906,10565998,114,20,Gaming,high,low,high,2
UC-Ae7_2WISHnKyeoAgYaJ3A,52847,79122,5324321,21,10,Music,medium,low,medium,3
UC-AxiwZdOVazFqggF1F2aLg,74967,691288,442039685,376,27,Education,high,low,high,5
UC-B4QB0ueICW9rEZFFnnaJg,9089,268884,41848215,2131,24,Entertainment,high,medium,high,63
UC-CKBOrEJQE1-xJV8dzzZXw,113,4156,1776624,129,24,Entertainment,medium,low,medium,23
UC-CSyyi47VX1lD9zyeABW3w,138360,1394122,68948045,132,24,Entertainment,high,low,high,63
UC-DQKF5d9LLVrRDnDmAkNSA,24302,597436,148687049,81,24,Entertainment,high,low,high,1
UC-E992czuWAMl7ZGKmFah8Q,541,18326,782173,388,27,Education,low,low,medium,27
UC-GFyasMO6kSf792FfONOsA,2834,109622,24849815,215,23,Comedy,high,low,high,4
UC-Ha_gylYrT7NMHr8hhGsNw,312,7002,2077325,585,2,Autos & Vehicles,medium,low,medium,33
UC-HnG4IPkCrfQB97gJxj8lA,16718,122143,22637373,251,10,Music,high,low,high,10
UC-I5xAPyRfckib5joYo2IHw,10497,212331,71238026,1675,25,News & Politics,high,medium,high,9
UC-I8Yhx2Sf-5muUol-ZHvCg,46656,433788,95112422,3745,24,Entertainment,high,medium,high,4
UC-IBfe66dvg63T2VrUazx_w,886,12739,3118667,311,22,People & Blogs,medium,low,medium,6
UC-IpItKB30KslMXO43fjrrQ,1848,38813,9307393,102,22,People & Blogs,medium,low,medium,1
UC-JKDZnS2lOYDIBkTmBMIRA,15476,119563,11114852,218,27,Education,high,low,high,25
UC-L3hxlAKcakdbodwagDuXQ,15105,44937,4524565,140,20,Gaming,medium,low,medium,2
UC-LOdiPoxninevJ0DkleCLg,164891,107978,57801963,11,24,Entertainment,high,low,high,50
UC-LmgiA-B0T0PjjtKPCoMhg,235,6847,1407661,93,24,Entertainment,medium,low,medium,1
UC-MATTE33XwyZizXA_UlxuQ,204,2111,338742,153,25,News & Politics,high,low,medium,2
UC-Msdx60it6c2pQdZxsqtwg,21777,269578,19318085,1116,1,Film & Animation,high,medium,high,58
UC-NXC-hJ5Y7i6s8ta2nQMSw,3554,35709,8298574,48,28,Science & Technology,medium,low,medium,2
UC-PWOOYwVO6Ay8dCWi-m6ng,189998,389756,25044054,271,22,People & Blogs,high,low,high,7
UC2gMHaUekvep04RswSNVccQ,3843,177018,16266030,213,26,Howto & Style,high,low,high,54
UC2gb9q5pRi_eeONz9twUQ1A,111,1661,45926,62,1,Film & Animation,high,low,medium,1
UC-Qzdx2YISLNU6gEJ27YRiQ,66112,1443186,123722164,131,10,Music,high,low,high,7
UC-R6abDkNC4b0YbW3XfaSiA,10561,51784,10087423,67,27,Education,high,low,medium,9
UC-R_LOLguOQ6kE9Dt88t0bA,1636,4802,293321,62,22,People & Blogs,low,low,medium,1
UC-RaVhEF8YUjSvQ24N98zwQ,33386,363873,16759160,261,22,People & Blogs,high,low,high,9
UC2hpk-qFZD1rlFfC3kpTQqg,-46,2905,35987,42,20,Gaming,high,low,medium,2
UC-T2VVih7Aqw_hTh200hO2w,534,12035,3522193,296,22,People & Blogs,medium,low,medium,2
UC-T4JheeuNl2DVg-B-v7McA,10001,78632,9460904,327,26,Howto & Style,medium,low,medium,3
UC-TEhmSgjvMS29ppkJXX5Sg,640,15838,894144,40,28,Science & Technology,low,low,medium,9
UC2jI5jYicUyniSiWgXRlwhQ,447,2950,136714,310,25,News & Politics,high,low,medium,2
UC2jfqcfuBhOVag8BUxfAU8Q,930,3108,252531,124,27,Education,high,low,medium,3
UC2kZs1f6gVXgxjwfVeoXD9g,14241,363108,46849468,151,26,Howto & Style,high,low,high,7
UC2knu5PFPDfLspFMzwEvxQw,43577,151216,6024714,110,2,Autos & Vehicles,medium,low,high,3
UC-WfxbiPAmdxWRD5O-S9ztQ,5537,84837,45664451,553,28,Science & Technology,high,low,medium,8
UC2lltFyQdSDzA_AvDzDYPYQ,11745,337900,20204531,1509,27,Education,high,medium,high,1
UC-XDCesbARWj5kCs2BOto4g,377,6797,1769462,484,25,News & Politics,medium,low,medium,2
UC2lxM6Ak6Whvt6iX3T5t2Mw,956,9936,2690132,234,2,Autos & Vehicles,medium,low,medium,1
UC2m-hnmtj4leKfWL6S_Idnw,17171,63686,5796143,163,26,Howto & Style,medium,low,medium,11
UC2mG2zbtTd0RZqSTW5v9hNg,8423,63408,1943849,52,27,Education,medium,low,medium,1
UC-YshF0USNe4WirYM2NM_uA,16970,183130,27663837,239,24,Entertainment,high,low,high,1
UC-ZewEmRRSiGsJmw64yG1TA,62224,233611,19485047,195,26,Howto & Style,high,low,high,2
UC2mpuexqgtelIAqLW7X_k7A,7563,32004,3325399,754,27,Education,medium,low,medium,13
UC-bcnJrZ59HU_KNxEHkNdLg,520,5153,1443586,109,26,Howto & Style,medium,low,medium,9
UC2s5tN3P8fHbNgebBouP5eA,1065,20824,3986823,263,10,Music,medium,low,medium,18
UC-crZTQNRzZgzyighTKF0nQ,50457,370379,55535919,12225,22,People & Blogs,high,high,high,6
UC2sqrlwzDUNyV3ldFfPMpaw,473,13912,559722,19,22,People & Blogs,low,low,medium,1
UC2svIP2CKYniEu_zYXaYDEw,171973,1495614,709216852,547,1,Film & Animation,high,low,high,1
UC-ei98rmpZXUAByMHYZSmrQ,3110,11246,752305,416,28,Science & Technology,low,low,medium,1
UC2u_ZcQeKjDNwSNSqhzPYPQ,34076,570873,63651298,128,24,Entertainment,high,low,high,5
UC-gJF0EsavvWWxTa9zm2e5A,218,29431,1862090,132,27,Education,medium,low,medium,1
UC-i0Rvr1-JtE2A8Z5RuVatg,1744,18597,6897585,10585,22,People & Blogs,medium,high,medium,2
UC2x7DxsTyZj7XBa3hlLVPCQ,707,7767,783458,32,22,People & Blogs,low,low,medium,1
UC2x80wpV05qMpBEM19yvDTw,5887,63210,3404263,188,27,Education,medium,low,medium,2
UC-inKVo1BbbI8lF-p5YX6Fg,-82693,84296,5379553,240,27,Education,medium,low,medium,7
UC-kBIuzSqW-n05X1D0mP-uQ,111414,768967,35855775,150,27,Education,high,low,high,6
UC-kPBTXsFTCd6-J_YO3QoOg,51851,317056,95957033,139,22,People & Blogs,high,low,high,3
UC2xSYB1FLIqkZYay6GIWWig,72036,90646,2826252,27,27,Education,medium,low,medium,3
UC-lNHm45-1hH9bnOYecdfuA,82427,1182933,313702843,155,1,Film & Animation,high,low,high,5
UC2ziCMHFPWkFHjocUMXT__Q,73047,382184,73541383,41649,25,News & Politics,high,high,high,168
UC2zjki3bJIaXmgV_LBQ2jTg,39,4702,1271645,325,28,Science & Technology,medium,low,medium,4
UC2zs8rpOrszJcZ57gozBr2w,27976,317756,35940950,454,22,People & Blogs,high,low,high,31
UC3-BF5tk8cMQHDkVJEObw3w,575,4181,236663,112,27,Education,low,low,medium,1
UC3-u8ek82h70ArrPO4HJypQ,217779,1868582,107990350,693,22,People & Blogs,high,low,high,11
UC30KMy77vMwgJ_O2HmS7JHA,6455,58193,6024469,2168,27,Education,medium,medium,medium,1
UC30fDnbPuuCoyqu1mSAWpMA,1221,21295,5063588,161,27,Education,medium,low,medium,2
UC344tiP7qX4kQdZNdRrKKag,10155,165277,9555863,159,27,Education,medium,low,high,1
UC34d1xURdZ20LVC5j3Pkd-Q,1691,27840,2322555,485,27,Education,medium,low,medium,1
UC35rkvpRQ5ZbvpNYlW-qUWg,38466,112594,14022641,18,23,Comedy,high,low,high,6
UC36NJ7aTXMig7CwrBeA_deA,4470,88904,15854888,201,24,Entertainment,high,low,medium,1
UC36n_4pvrUAxQP3vmVbMtsQ,23373,28712,2057651,19,23,Comedy,medium,low,medium,4
UC37E7YI3BKk7i-NsBXSpSBQ,18260,84849,2413935,461,26,Howto & Style,medium,low,medium,1
UC39d-66z9wEHmMNCYSb9Z9A,411,19987,1344386,188,27,Education,medium,low,medium,1
UC3A3jKBGlNQl2QcsWsAxmxQ,-9,2127,310979,47,20,Gaming,high,low,medium,1
UCBwc2cbPpvxNCNEI2-8YrqQ,55173,399936,56511089,14697,24,Entertainment,high,high,high,303
UCByS1f-QpAsgUbFb6qSNGZw,54871,323165,37194779,35,23,Comedy,high,low,high,2
UCByjAIVmAfQmZFcqhIHQ65w,857,7314,660849,774,22,People & Blogs,low,low,medium,1
UCBzn-qT2wOy1cLrgfpYJa3Q,33,1937,547328,39,22,People & Blogs,high,low,medium,1
UCC1RO8lWXXPZwc34sl6125g,132883,995454,60255446,114,27,Education,high,low,high,2
UCC2BpF8jq1aGbNLKeFU6K-A,1274,11701,2586507,60,27,Education,medium,low,medium,1
UCC4SQSLUUm0X3lSwu-hwk-A,28390,441719,205205403,7659,24,Entertainment,high,medium,high,7
UCC5j8EdXA2rU3eTddh5a4NA,-5125,5273,195549,241,27,Education,low,low,medium,27
UCC5wtNbxiuJLrr52uaJem3Q,18343,108711,6799821,335,28,Science & Technology,medium,low,high,5
UCC6RHgoCSa62Oy_FKoOr5Ag,495,11328,2834840,165,10,Music,medium,low,medium,1
UCC6bAz0Pp3Fgt4f_QzQMCuA,4065,29767,1572865,582,27,Education,medium,low,medium,92
UCC6j1FTz42WSyyPGkKg0Zeg,119,4354,279925,38,28,Science & Technology,low,low,medium,5
UCC7hlQ5MHaVbYynkS8XglRg,4802,61083,29366814,272,24,Entertainment,high,low,medium,1
UCC89oVFqenaffhBoyqxd6qw,59973,1664671,142789161,74,24,Entertainment,high,low,high,1
UCC8gpJgRcysZ2zaUHo-cMvg,257,7082,639988,209,10,Music,low,low,medium,2
UCC8lpY6yXsRsxqSL7LyAycg,231,12295,1063808,96,27,Education,medium,low,medium,2
UCC9XL6-x0JCR1smxU2p5mXA,6673,9749,1953337,82,19,Travel & Events,medium,low,medium,1
UCCB5B1lGoPbRNUgwoUeE3Xw,329,9825,12857676,640,24,Entertainment,high,low,medium,1
UCCC718iaurhfXGvyCEVk4rw,1147,11953,662934,152,28,Science & Technology,low,low,medium,3
UCCEDRgUcNAwHTzdHjk3c6Gw,167,5943,1041892,72,27,Education,medium,low,medium,3
UCCEaCz6eZkPbxW-F7c6I3hA,42602,221923,15099390,53,10,Music,high,low,high,5
UCCGBp_apz8IqPHjGwVdTsBQ,33564,397300,32976266,666,27,Education,high,low,high,6
UCCINs6HJobTmkgb5w5jrCcg,155,13876,5669471,1322,28,Science & Technology,medium,medium,medium,97
UCCIQ9YoT5wrJasM_cMCMrIg,16218,96684,29970702,1200,22,People & Blogs,high,medium,medium,1
UCCJI2KqHA1TMdMBy0RepmxQ,27293,31108,2355669,38,22,People & Blogs,medium,low,medium,2
UCCJRFl1Qjo83GG_09U-DIBA,18908,279318,78196935,10778,25,News & Politics,high,high,high,1
UCCL7m1-EgPjHfXWBgRmXp1w,-14830,14837,857615,3079,24,Entertainment,low,medium,medium,33
UCCLJAvHZaQKIv9lUkZgh8Dg,29623,418575,2561675,203,24,Entertainment,medium,low,high,6
UCCLzJP8T09kuoy3OGPHNs5g,16068,343558,18783989,145,24,Entertainment,high,low,high,4
UCCMWqBVqiIyyLZFC2DmtcTg,265,3477,260149,56,10,Music,high,low,medium,1
UCCMl-1ZnQC0Tg4vZuV01fEw,907,22870,4708786,8,22,People & Blogs,medium,low,medium,1
UCCO7hadK1HMgY2NAHJ0TjJA,37418,187822,32521172,1716,25,News & Politics,high,medium,high,1
UCCP-E-zEQTp5U5F5zPGJ9hQ,852,2576,660351,58,10,Music,high,low,medium,1
UCCPCoJssYSDwKqO9f7OY5NA,2501,17796,5398693,66,24,Entertainment,medium,low,medium,1
UCCPshgWBwdV_3T1vDHKh0Qw,-328,336182,1066897,324,27,Education,medium,low,high,1
UCCPzQAtMs8JbfeCS9Iq2RHg,12763,125007,44695713,2687,24,Entertainment,high,medium,high,1
UCCR0WsCO9ny-QrK2xtlIJ4g,21741,151259,12335663,15,22,People & Blogs,high,low,high,6
UCCSwT73HNmbASR7ItGeOH6Q,1096,20469,2696791,869,10,Music,medium,low,medium,1
UCCTTlvjOBwnaoajn99gT7Fw,203,7066,159721,44,20,Gaming,low,low,medium,1
UCCUHO0PDIEwTL0zxx_wKNTg,8185,148490,8218100,3817,27,Education,medium,medium,high,208
UCCUHaoDfxGe3QRIwqsHe8dw,9391,218795,11329509,89,24,Entertainment,high,low,high,1
UCCUTSNmuOiL6RBQJ7vlPCiQ,550,10832,739336,146,17,Sports,low,low,medium,1
UCCUz9OMP4E8yOunq_qNcvPg,19,6657,409982,483,17,Sports,low,low,medium,29
UCCV6dmgeXM75B6nm1Xtv5cw,11453,373398,18216441,243,27,Education,high,low,high,16
